file_path,aoa,cl
hs1708.dat,0.0,0.6636
hs1708.dat,0.25,0.6926
hs1708.dat,0.5,0.7214
hs1708.dat,0.75,0.7503
hs1708.dat,1.0,0.7792
hs1708.dat,1.25,0.8077
hs1708.dat,1.5,0.8365
hs1708.dat,1.75,0.8652
hs1708.dat,2.25,0.9152
hs1708.dat,2.5,0.9431
hs1708.dat,2.75,0.9693
hs1708.dat,3.0,0.9915
hs1708.dat,3.25,1.0139
hs1708.dat,3.5,1.0377
hs1708.dat,3.75,1.0609
hs1708.dat,4.0,1.0852
hs1708.dat,4.25,1.1102
hs1708.dat,4.5,1.1357
hs1708.dat,4.75,1.1613
hs1708.dat,5.0,1.1867
hs1708.dat,5.25,1.2114
hs1708.dat,5.5,1.2356
hs1708.dat,5.75,1.2579
hs1708.dat,6.0,1.2787
hs1708.dat,6.25,1.2976
hs1708.dat,6.5,1.3155
hs1708.dat,6.75,1.3359
hs1708.dat,7.0,1.3582
hs1708.dat,7.25,1.3797
hs1708.dat,7.5,1.4022
hs1708.dat,7.75,1.423
hs1708.dat,8.0,1.4422
hs1708.dat,8.25,1.4639
hs1708.dat,8.5,1.4842
hs1708.dat,8.75,1.5032
hs1708.dat,9.0,1.5201
hs1708.dat,9.25,1.5296
hs1708.dat,9.5,1.5455
hs1708.dat,9.75,1.5632
hs1708.dat,10.0,1.581
hs1708.dat,10.25,1.5975
hs1708.dat,10.5,1.612
hs1708.dat,10.75,1.6207
hs1708.dat,11.0,1.6308
hs1708.dat,11.25,1.6467
hs1708.dat,11.5,1.6617
hs1708.dat,11.75,1.6762
hs1708.dat,12.0,1.6904
hs1712.dat,0.0,0.7457
hs1712.dat,0.25,0.7724
hs1712.dat,0.75,0.8259
hs1712.dat,1.0,0.852
hs1712.dat,1.25,0.8769
hs1712.dat,1.5,0.8896
hs1712.dat,1.75,0.9068
hs1712.dat,2.0,0.9319
hs1712.dat,2.25,0.9584
hs1712.dat,2.5,0.9852
hs1712.dat,2.75,1.0118
hs1712.dat,3.0,1.0393
hs1712.dat,3.25,1.0659
hs1712.dat,3.5,1.0927
hs1712.dat,3.75,1.1185
hs1712.dat,4.0,1.1437
hs1712.dat,4.25,1.1684
hs1712.dat,4.5,1.1933
hs1712.dat,4.75,1.2177
hs1712.dat,5.0,1.2412
hs1712.dat,5.25,1.2641
hs1712.dat,5.5,1.2863
hs1712.dat,5.75,1.3083
hs1712.dat,6.0,1.3295
hs1712.dat,6.25,1.3489
hs1712.dat,6.5,1.3672
hs1712.dat,6.75,1.3853
hs1712.dat,7.0,1.4019
hs1712.dat,7.25,1.4186
hs1712.dat,7.5,1.4365
hs1712.dat,7.75,1.4542
hs1712.dat,8.0,1.4722
hs1712.dat,8.25,1.4913
hs1712.dat,8.5,1.5107
hs1712.dat,8.75,1.5293
hs1712.dat,9.0,1.5473
hs1712.dat,9.25,1.5648
hs1712.dat,9.5,1.5811
hs1712.dat,9.75,1.5991
hs1712.dat,10.0,1.6186
hs1712.dat,10.25,1.6371
hs1712.dat,10.5,1.6547
hs1712.dat,10.75,1.6714
hs1712.dat,11.0,1.6881
hs1712.dat,11.25,1.7037
hs1712.dat,11.5,1.7185
hs1712.dat,11.75,1.7328
hs1712.dat,12.0,1.7467
hsnlf213.dat,0.0,0.1023
hsnlf213.dat,0.25,0.1318
hsnlf213.dat,0.5,0.1616
hsnlf213.dat,0.75,0.1914
hsnlf213.dat,1.0,0.2212
hsnlf213.dat,1.25,0.251
hsnlf213.dat,1.5,0.2807
hsnlf213.dat,1.75,0.3107
hsnlf213.dat,2.0,0.3405
hsnlf213.dat,2.25,0.3702
hsnlf213.dat,2.5,0.4001
hsnlf213.dat,2.75,0.4297
hsnlf213.dat,3.0,0.4596
hsnlf213.dat,3.25,0.4894
hsnlf213.dat,3.5,0.5189
hsnlf213.dat,3.75,0.547
hsnlf213.dat,4.0,0.5723
hsnlf213.dat,4.25,0.5973
hsnlf213.dat,4.5,0.6222
hsnlf213.dat,4.75,0.6469
hsnlf213.dat,5.0,0.6715
hsnlf213.dat,5.25,0.6963
hsnlf213.dat,5.5,0.7218
hsnlf213.dat,6.0,0.773
hsnlf213.dat,6.25,0.7985
hsnlf213.dat,6.5,0.8241
hsnlf213.dat,6.75,0.849
hsnlf213.dat,7.0,0.8749
hsnlf213.dat,7.25,0.8989
hsnlf213.dat,7.5,0.924
hsnlf213.dat,7.75,0.949
hsnlf213.dat,8.0,0.9732
hsnlf213.dat,8.25,0.9963
hsnlf213.dat,8.5,1.0159
hsnlf213.dat,8.75,1.0395
hsnlf213.dat,9.0,1.0618
hsnlf213.dat,9.25,1.0831
hsnlf213.dat,9.5,1.1016
hsnlf213.dat,9.75,1.1195
hsnlf213.dat,10.0,1.1382
hsnlf213.dat,10.25,1.1557
hsnlf213.dat,10.5,1.1693
hsnlf213.dat,10.75,1.1785
hsnlf213.dat,11.0,1.1964
hsnlf213.dat,11.25,1.2134
hsnlf213.dat,11.5,1.2294
hsnlf213.dat,11.75,1.2445
hsnlf213.dat,12.0,1.259
ht05.dat,0.0,0.0001
ht05.dat,0.25,0.0282
ht05.dat,0.5,0.0562
ht05.dat,1.0,0.1035
ht05.dat,1.25,0.1282
ht05.dat,1.5,0.1614
ht05.dat,1.75,0.1958
ht05.dat,2.0,0.2322
ht05.dat,2.25,0.2614
ht05.dat,2.5,0.2875
ht05.dat,2.75,0.3136
ht05.dat,3.0,0.3399
ht05.dat,3.25,0.3663
ht05.dat,3.5,0.3929
ht05.dat,3.75,0.4197
ht05.dat,4.0,0.4464
ht05.dat,4.25,0.4734
ht05.dat,4.5,0.5004
ht05.dat,4.75,0.5266
ht05.dat,5.0,0.5538
ht05.dat,5.25,0.5808
ht05.dat,5.5,0.6076
ht05.dat,5.75,0.6337
ht05.dat,6.0,0.6582
ht05.dat,6.25,0.6847
ht05.dat,6.5,0.7108
ht05.dat,6.75,0.7369
ht05.dat,7.0,0.7631
ht05.dat,7.25,0.7886
ht05.dat,7.5,0.8122
ht05.dat,7.75,0.8284
ht05.dat,8.0,0.8447
ht05.dat,8.25,0.8637
ht05.dat,8.5,0.8752
ht08.dat,0.0,0.0002
ht08.dat,0.25,0.0358
ht08.dat,0.5,0.0569
ht08.dat,0.75,0.0824
ht08.dat,1.0,0.1093
ht08.dat,1.25,0.1369
ht08.dat,1.5,0.1647
ht08.dat,1.75,0.1927
ht08.dat,2.0,0.2207
ht08.dat,2.25,0.2488
ht08.dat,2.5,0.2768
ht08.dat,2.75,0.3049
ht08.dat,3.0,0.3331
ht08.dat,3.25,0.3612
ht08.dat,3.5,0.3893
ht08.dat,3.75,0.4175
ht08.dat,4.0,0.4456
ht08.dat,4.25,0.4737
ht08.dat,4.5,0.5017
ht08.dat,4.75,0.5295
ht08.dat,5.0,0.5571
ht08.dat,5.25,0.5849
ht08.dat,5.5,0.6125
ht08.dat,5.75,0.6399
ht08.dat,6.0,0.6659
ht08.dat,6.25,0.692
ht08.dat,6.5,0.7189
ht08.dat,6.75,0.7454
ht08.dat,7.0,0.7717
ht08.dat,7.25,0.7971
ht08.dat,7.5,0.822
ht08.dat,7.75,0.846
ht08.dat,8.0,0.867
ht08.dat,8.25,0.8779
ht08.dat,8.5,0.8729
ht12.dat,0.0,0.0002
ht12.dat,0.25,0.0252
ht12.dat,0.5,0.0518
ht12.dat,0.75,0.0795
ht12.dat,1.0,0.1076
ht12.dat,1.25,0.1358
ht12.dat,1.5,0.164
ht12.dat,1.75,0.1922
ht12.dat,2.0,0.2204
ht12.dat,2.25,0.2485
ht12.dat,2.5,0.2767
ht12.dat,2.75,0.3048
ht12.dat,3.0,0.333
ht12.dat,3.25,0.3611
ht12.dat,3.5,0.3893
ht12.dat,3.75,0.4175
ht12.dat,4.0,0.4456
ht12.dat,4.25,0.4738
ht12.dat,4.5,0.5019
ht12.dat,4.75,0.5299
ht12.dat,5.0,0.5575
ht12.dat,5.25,0.5854
ht12.dat,5.5,0.6131
ht12.dat,5.75,0.6407
ht12.dat,6.0,0.6675
ht12.dat,6.25,0.6934
ht12.dat,6.5,0.7205
ht12.dat,6.75,0.7472
ht12.dat,7.0,0.7738
ht12.dat,7.25,0.7999
ht12.dat,7.5,0.8256
ht12.dat,7.75,0.8501
ht12.dat,8.0,0.8717
ht12.dat,8.25,0.8827
ht13.dat,0.0,0.0001
ht13.dat,0.25,0.027
ht13.dat,0.5,0.052
ht13.dat,0.75,0.0732
ht13.dat,1.0,0.1103
ht13.dat,1.25,0.1384
ht13.dat,1.5,0.1666
ht13.dat,1.75,0.1948
ht13.dat,2.0,0.223
ht13.dat,2.25,0.2512
ht13.dat,2.5,0.2795
ht13.dat,2.75,0.3077
ht13.dat,3.0,0.336
ht13.dat,3.25,0.3643
ht13.dat,3.5,0.3925
ht13.dat,3.75,0.4208
ht13.dat,4.0,0.449
ht13.dat,4.25,0.4772
ht13.dat,4.5,0.5053
ht13.dat,4.75,0.5333
ht13.dat,5.0,0.5613
ht13.dat,5.25,0.5892
ht13.dat,5.5,0.6172
ht13.dat,5.75,0.645
ht13.dat,6.0,0.6726
ht13.dat,6.25,0.7004
ht13.dat,6.5,0.7277
ht13.dat,6.75,0.7553
ht13.dat,7.0,0.7827
ht13.dat,7.25,0.8091
ht13.dat,7.5,0.8361
ht13.dat,7.75,0.863
ht13.dat,8.0,0.8897
ht13.dat,8.25,0.9159
ht13.dat,8.5,0.9396
ht13.dat,8.75,0.9644
ht13.dat,9.0,0.9895
ht13.dat,9.25,1.0138
ht13.dat,9.5,1.0373
ht13.dat,9.75,1.0602
ht13.dat,10.0,1.0821
ht13.dat,10.25,1.1032
ht13.dat,10.5,1.1232
ht13.dat,10.75,1.1419
ht13.dat,11.0,1.1584
ht13.dat,11.25,1.1709
ht13.dat,11.5,1.1763
ht13.dat,11.75,1.1722
ht13.dat,12.0,1.1588
ht14.dat,0.0,0.0002
ht14.dat,0.25,0.028
ht14.dat,0.5,0.0557
ht14.dat,0.75,0.0826
ht14.dat,1.0,0.1077
ht14.dat,1.25,0.1296
ht14.dat,2.0,0.2255
ht14.dat,2.25,0.2537
ht14.dat,2.75,0.3101
ht14.dat,3.0,0.3384
ht14.dat,3.25,0.3667
ht14.dat,3.5,0.395
ht14.dat,3.75,0.4233
ht14.dat,4.0,0.4516
ht14.dat,4.25,0.4798
ht14.dat,4.5,0.5081
ht14.dat,4.75,0.5363
ht14.dat,5.0,0.5644
ht14.dat,5.25,0.5925
ht14.dat,5.5,0.6206
ht14.dat,5.75,0.6485
ht14.dat,6.0,0.6763
ht14.dat,6.25,0.7042
ht14.dat,6.5,0.7319
ht14.dat,6.75,0.7595
ht14.dat,7.0,0.787
ht14.dat,7.5,0.8417
ht14.dat,7.75,0.8689
ht14.dat,8.0,0.8959
ht14.dat,8.25,0.9226
ht14.dat,8.5,0.9493
ht14.dat,8.75,0.9758
ht14.dat,9.0,1.0014
ht14.dat,9.25,1.0276
ht14.dat,9.5,1.0534
ht14.dat,9.75,1.0779
ht14.dat,10.0,1.102
ht14.dat,10.25,1.1267
ht14.dat,10.5,1.1506
ht14.dat,10.75,1.174
ht14.dat,11.0,1.1967
ht14.dat,11.25,1.2187
ht14.dat,11.5,1.2392
ht14.dat,11.75,1.257
ht14.dat,12.0,1.2698
ht21.dat,0.0,0.0
ht21.dat,0.25,0.0312
ht21.dat,0.5,0.0532
ht21.dat,0.75,0.0802
ht21.dat,1.0,0.1083
ht21.dat,1.25,0.1367
ht21.dat,1.5,0.1653
ht21.dat,1.75,0.194
ht21.dat,2.0,0.2227
ht21.dat,2.25,0.2515
ht21.dat,2.5,0.2802
ht21.dat,2.75,0.309
ht21.dat,3.0,0.3377
ht21.dat,3.25,0.3665
ht21.dat,3.5,0.3952
ht21.dat,3.75,0.424
ht21.dat,4.0,0.4527
ht21.dat,4.25,0.4815
ht21.dat,4.5,0.5101
ht21.dat,4.75,0.5389
ht21.dat,5.0,0.5676
ht21.dat,5.25,0.5962
ht21.dat,5.5,0.6248
ht21.dat,5.75,0.6533
ht21.dat,6.0,0.6816
ht21.dat,6.25,0.7098
ht21.dat,6.5,0.7377
ht21.dat,6.75,0.7649
ht21.dat,7.0,0.7926
ht21.dat,7.25,0.8199
ht21.dat,7.5,0.8468
ht21.dat,7.75,0.8729
ht21.dat,8.0,0.8977
ht21.dat,8.25,0.921
ht21.dat,8.5,0.9409
ht22.dat,0.0,0.0732
ht22.dat,0.25,0.1065
ht22.dat,0.5,0.1344
ht22.dat,0.75,0.1623
ht22.dat,1.0,0.1904
ht22.dat,1.25,0.2185
ht22.dat,1.5,0.2466
ht22.dat,1.75,0.2747
ht22.dat,2.0,0.3028
ht22.dat,2.25,0.3309
ht22.dat,2.5,0.3589
ht22.dat,2.75,0.3869
ht22.dat,3.0,0.4148
ht22.dat,3.75,0.4983
ht22.dat,4.0,0.5262
ht22.dat,4.25,0.5539
ht22.dat,4.5,0.5817
ht22.dat,4.75,0.6094
ht22.dat,5.0,0.6372
ht22.dat,5.25,0.6648
ht22.dat,5.5,0.6924
ht22.dat,5.75,0.72
ht22.dat,6.0,0.7474
ht22.dat,6.25,0.7743
ht22.dat,6.5,0.8017
ht22.dat,6.75,0.8289
ht22.dat,7.0,0.856
ht22.dat,7.25,0.883
ht22.dat,7.5,0.9086
ht22.dat,7.75,0.934
ht22.dat,8.0,0.9607
ht22.dat,8.25,0.9873
ht22.dat,8.5,1.0135
ht22.dat,8.75,1.0395
ht22.dat,9.0,1.0647
ht22.dat,9.25,1.0849
ht22.dat,9.5,1.111
ht22.dat,9.75,1.1364
ht22.dat,10.0,1.1608
ht22.dat,10.25,1.1849
ht22.dat,10.5,1.209
ht22.dat,10.75,1.2311
ht22.dat,11.0,1.2423
ht22.dat,11.25,1.2653
ht22.dat,11.5,1.2861
ht22.dat,11.75,1.3042
ht22.dat,12.0,1.3207
ht23.dat,0.0,0.0643
ht23.dat,0.25,0.1013
ht23.dat,0.5,0.1295
ht23.dat,0.75,0.1577
ht23.dat,1.0,0.186
ht23.dat,1.25,0.2143
ht23.dat,1.5,0.2427
ht23.dat,1.75,0.2711
ht23.dat,2.0,0.2994
ht23.dat,2.25,0.3278
ht23.dat,2.75,0.3845
ht23.dat,3.0,0.4128
ht23.dat,3.25,0.441
ht23.dat,3.5,0.4693
ht23.dat,3.75,0.4974
ht23.dat,4.0,0.5256
ht23.dat,4.25,0.5537
ht23.dat,4.5,0.5817
ht23.dat,4.75,0.6096
ht23.dat,5.0,0.6375
ht23.dat,5.25,0.6653
ht23.dat,5.5,0.6929
ht23.dat,5.75,0.7204
ht23.dat,6.0,0.7479
ht23.dat,6.25,0.7756
ht23.dat,6.5,0.8028
ht23.dat,6.75,0.8304
ht23.dat,7.0,0.8578
ht23.dat,7.25,0.8848
ht23.dat,7.5,0.9113
ht23.dat,7.75,0.9385
ht23.dat,8.0,0.9653
ht23.dat,8.25,0.9919
ht23.dat,8.5,1.0171
ht23.dat,8.75,1.0423
ht23.dat,9.0,1.0686
ht23.dat,9.25,1.0943
ht23.dat,9.5,1.1198
ht23.dat,9.75,1.1449
ht23.dat,10.0,1.1669
ht23.dat,10.25,1.1892
ht23.dat,10.5,1.2135
ht23.dat,10.75,1.2367
ht23.dat,11.0,1.2593
ht23.dat,11.25,1.2817
ht23.dat,11.5,1.3039
ht23.dat,11.75,1.322
ht23.dat,12.0,1.3306
ht33.dat,0.0,0.0
ht33.dat,0.25,0.0199
ht33.dat,0.5,0.0527
ht33.dat,0.75,0.0893
ht33.dat,1.0,0.1161
ht33.dat,1.25,0.1431
ht33.dat,1.5,0.1703
ht33.dat,1.75,0.1977
ht33.dat,2.0,0.2251
ht33.dat,2.25,0.2525
ht33.dat,2.5,0.2799
ht33.dat,2.75,0.3074
ht33.dat,3.0,0.3348
ht33.dat,3.25,0.3623
ht33.dat,3.5,0.3898
ht33.dat,3.75,0.4174
ht33.dat,4.0,0.4451
ht33.dat,4.25,0.4726
ht33.dat,4.5,0.5003
ht33.dat,4.75,0.5275
ht33.dat,5.0,0.5552
ht33.dat,5.25,0.5827
ht33.dat,5.5,0.6098
ht33.dat,5.75,0.6363
ht33.dat,6.0,0.6635
ht33.dat,6.25,0.6903
ht33.dat,6.5,0.717
ht33.dat,6.75,0.7434
ht33.dat,7.0,0.768
ht33.dat,7.25,0.7916
ht33.dat,7.5,0.8173
ht33.dat,7.75,0.8425
ht33.dat,8.0,0.8666
ht33.dat,8.25,0.8891
ht33.dat,8.5,0.9103
ht33.dat,8.75,0.9291
ht33.dat,9.0,0.9452
ht33.dat,9.25,0.956
ht34.dat,0.0,0.0
ht34.dat,0.25,0.0241
ht34.dat,0.5,0.048
ht34.dat,0.75,0.0728
ht34.dat,1.0,0.1029
ht34.dat,1.25,0.1373
ht34.dat,1.5,0.1736
ht34.dat,1.75,0.2108
ht34.dat,2.0,0.2403
ht34.dat,2.25,0.2665
ht34.dat,2.5,0.2927
ht34.dat,2.75,0.3187
ht34.dat,3.0,0.3448
ht34.dat,3.25,0.371
ht34.dat,3.5,0.3972
ht34.dat,3.75,0.4236
ht34.dat,4.0,0.4503
ht34.dat,4.25,0.4769
ht34.dat,4.5,0.5037
ht34.dat,4.75,0.5304
ht34.dat,5.0,0.5573
ht34.dat,5.25,0.5839
ht34.dat,5.5,0.6109
ht34.dat,5.75,0.6374
ht34.dat,6.0,0.6633
ht34.dat,6.25,0.69
ht34.dat,6.5,0.7167
ht34.dat,6.75,0.7429
ht34.dat,7.0,0.7666
ht34.dat,7.25,0.7927
ht34.dat,7.5,0.8183
ht34.dat,7.75,0.8434
ht34.dat,8.0,0.8683
ht34.dat,8.25,0.893
ht34.dat,8.5,0.9174
ht34.dat,8.75,0.9402
ht34.dat,9.0,0.9529
ht34.dat,9.25,0.9767
ht34.dat,9.5,0.9977
ht34.dat,9.75,1.0143
ht34.dat,10.0,1.0254
ht34.dat,10.25,1.0283
ht34.dat,10.5,1.0175
ht34.dat,10.75,0.993
ht34.dat,11.0,0.7817
ht34.dat,11.25,0.8616
ht34.dat,11.5,0.817
ht34.dat,11.75,0.6015
ht34.dat,12.0,0.5998
ht35.dat,0.0,-0.0001
ht35.dat,0.25,0.0244
ht35.dat,0.5,0.0489
ht35.dat,0.75,0.0734
ht35.dat,1.0,0.0992
ht35.dat,1.25,0.1296
ht35.dat,1.5,0.1641
ht35.dat,1.75,0.2003
ht35.dat,2.0,0.2351
ht35.dat,2.25,0.2717
ht35.dat,2.5,0.307
ht35.dat,2.75,0.3439
ht35.dat,3.0,0.3734
ht35.dat,3.25,0.3972
ht35.dat,3.5,0.4211
ht35.dat,3.75,0.4453
ht35.dat,4.0,0.4696
ht35.dat,4.25,0.4943
ht35.dat,4.5,0.519
ht35.dat,4.75,0.5437
ht35.dat,5.0,0.5688
ht35.dat,5.25,0.5935
ht35.dat,5.5,0.6187
ht35.dat,5.75,0.643
ht35.dat,6.0,0.6684
ht35.dat,6.25,0.6935
ht35.dat,6.5,0.7162
ht35.dat,6.75,0.7415
ht35.dat,7.0,0.7666
ht35.dat,7.25,0.7917
ht35.dat,7.5,0.8161
ht35.dat,7.75,0.8365
ht35.dat,8.0,0.8601
ht35.dat,8.25,0.8836
ht35.dat,8.5,0.9067
ht35.dat,8.75,0.9287
ht35.dat,9.0,0.9509
ht35.dat,9.25,0.9725
ht35.dat,9.5,0.9931
ht35.dat,9.75,1.0136
ht35.dat,10.0,1.031
ht35.dat,10.25,1.0391
ht35.dat,10.5,1.0349
ht35.dat,10.75,1.0523
ht35.dat,11.0,1.0557
ht35.dat,11.25,1.0496
ht35.dat,11.5,1.031
ht35.dat,11.75,1.0099
ht35.dat,12.0,0.9822
isa571.dat,0.0,0.4908
isa571.dat,0.25,0.5178
isa571.dat,0.5,0.545
isa571.dat,0.75,0.5724
isa571.dat,1.25,0.6276
isa571.dat,1.5,0.6447
isa571.dat,1.75,0.6764
isa571.dat,2.25,0.7317
isa571.dat,2.75,0.7869
isa571.dat,3.0,0.8142
isa571.dat,3.25,0.8418
isa571.dat,3.5,0.8691
isa571.dat,3.75,0.8962
isa571.dat,4.0,0.9232
isa571.dat,4.25,0.9492
isa571.dat,4.5,0.9739
isa571.dat,4.75,0.9995
isa571.dat,5.0,1.0252
isa571.dat,5.25,1.0511
isa571.dat,5.5,1.0762
isa571.dat,5.75,1.0994
isa571.dat,6.0,1.1238
isa571.dat,6.25,1.1433
isa571.dat,6.5,1.1677
isa571.dat,6.75,1.1903
isa571.dat,7.0,1.2143
isa571.dat,7.25,1.2379
isa571.dat,7.5,1.2606
isa571.dat,7.75,1.2808
isa571.dat,8.0,1.2972
isa571.dat,8.25,1.3181
isa571.dat,8.5,1.3374
isa571.dat,8.75,1.3566
isa571.dat,9.0,1.3753
isa571.dat,9.25,1.3914
isa571.dat,9.5,1.4022
isa571.dat,9.75,1.4031
isa571.dat,10.0,1.4016
isa571.dat,10.25,1.4096
isa571.dat,10.5,1.4138
isa571.dat,10.75,1.4167
isa571.dat,11.0,1.4174
isa571.dat,11.25,1.4168
isa571.dat,11.5,1.4138
isa571.dat,11.75,1.4096
isa571.dat,12.0,1.4035
isa960.dat,0.0,0.5716
isa960.dat,0.75,0.6531
isa960.dat,1.0,0.6799
isa961.dat,0.0,0.5702
isa961.dat,0.5,0.6203
isa961.dat,0.75,0.6472
isa961.dat,1.0,0.674
isa961.dat,1.25,0.7045
isa961.dat,1.5,0.7315
isa961.dat,1.75,0.7583
isa961.dat,2.0,0.785
isa961.dat,2.25,0.8115
isa961.dat,2.5,0.838
isa961.dat,2.75,0.8644
isa961.dat,3.0,0.8915
isa961.dat,3.25,0.9184
isa961.dat,3.5,0.9449
isa961.dat,3.75,0.9708
isa961.dat,4.0,0.9965
isa961.dat,4.25,1.0208
isa961.dat,4.5,1.0462
isa961.dat,4.75,1.0716
isa961.dat,5.0,1.0966
isa961.dat,5.25,1.1214
isa961.dat,5.5,1.1462
isa961.dat,5.75,1.1712
isa961.dat,6.0,1.1958
isa961.dat,6.25,1.2202
isa961.dat,6.5,1.2439
isa961.dat,6.75,1.2661
isa961.dat,7.0,1.2926
isa961.dat,7.25,1.3112
isa961.dat,7.5,1.3326
isa961.dat,7.75,1.3531
isa961.dat,8.0,1.3707
isa961.dat,8.25,1.3907
isa961.dat,8.5,1.4093
isa961.dat,8.75,1.4264
isa961.dat,9.0,1.4398
isa961.dat,9.25,1.444
isa961.dat,9.5,1.4578
isa961.dat,9.75,1.4694
isa961.dat,10.0,1.4795
isa961.dat,10.25,1.4883
isa961.dat,10.5,1.4961
isa961.dat,10.75,1.5027
isa961.dat,11.0,1.5078
isa961.dat,11.25,1.51
isa961.dat,11.5,1.5072
isa961.dat,11.75,1.4972
isa961.dat,12.0,1.4815
isa962.dat,0.0,0.6037
isa962.dat,0.25,0.6313
isa962.dat,0.5,0.6588
isa962.dat,0.75,0.6856
isa962.dat,1.0,0.711
isa962.dat,1.25,0.736
isa962.dat,1.75,0.7915
isa962.dat,2.0,0.8185
isa962.dat,2.25,0.8457
isa962.dat,2.5,0.8726
isa962.dat,2.75,0.9
isa962.dat,3.0,0.9268
isa962.dat,3.25,0.9542
isa962.dat,3.5,0.9809
isa962.dat,3.75,1.0071
isa962.dat,4.0,1.0313
isa962.dat,4.25,1.0547
isa962.dat,4.5,1.0797
isa962.dat,4.75,1.1057
isa962.dat,5.0,1.1311
isa962.dat,5.25,1.1564
isa962.dat,5.5,1.1827
isa962.dat,5.75,1.2085
isa962.dat,6.0,1.2336
isa962.dat,6.25,1.2576
isa962.dat,6.5,1.2839
isa962.dat,6.75,1.3092
isa962.dat,7.0,1.3335
isa962.dat,7.25,1.3576
isa962.dat,7.5,1.3827
isa962.dat,7.75,1.4067
isa962.dat,8.0,1.4295
isa962.dat,8.25,1.4536
isa962.dat,8.5,1.4761
isa962.dat,8.75,1.4982
isa962.dat,9.0,1.5202
isa962.dat,9.25,1.5404
isa962.dat,9.5,1.5614
isa962.dat,9.75,1.5801
isa962.dat,10.0,1.5984
isa962.dat,10.25,1.6134
isa962.dat,10.5,1.6275
isa962.dat,10.75,1.639
isa962.dat,11.0,1.6457
isa962.dat,11.25,1.6379
isa962.dat,11.5,1.6445
isa962.dat,11.75,1.652
isa962.dat,12.0,1.6597
ist-mt1-12.dat,0.0,0.9189
ist-mt1-12.dat,0.25,0.9483
ist-mt1-12.dat,0.5,0.9775
ist-mt1-12.dat,0.75,1.0073
ist-mt1-12.dat,1.0,1.0361
ist-mt1-12.dat,1.25,1.0651
ist-mt1-12.dat,1.5,1.0941
ist-mt1-12.dat,1.75,1.1231
ist-mt1-12.dat,2.0,1.1524
ist-mt1-12.dat,2.5,1.2084
ist-mt1-12.dat,2.75,1.2357
ist-mt1-12.dat,3.0,1.2631
ist-mt1-12.dat,3.25,1.2896
ist-mt1-12.dat,3.75,1.335
ist-mt1-12.dat,4.0,1.3465
ist-mt1-12.dat,4.25,1.3541
ist-mt1-12.dat,4.5,1.3607
ist-mt1-12.dat,4.75,1.3611
ist-mt1-12.dat,5.0,1.3438
ist-mt1-12.dat,5.25,1.3343
ist-mt1-12.dat,5.5,1.3486
ist-mt1-12.dat,5.75,1.3662
ist-mt1-12.dat,6.0,1.3824
ist-mt1-12.dat,6.25,1.4023
ist-mt1-12.dat,6.5,1.4129
ist-mt1-12.dat,6.75,1.4255
ist-mt1-12.dat,7.0,1.4429
ist-mt1-12.dat,7.25,1.4589
ist-mt1-12.dat,7.5,1.4743
ist-mt1-12.dat,7.75,1.4867
ist-mt1-12.dat,8.0,1.4941
ist-mt1-12.dat,8.25,1.5093
ist-mt1-12.dat,8.5,1.5232
ist-mt1-12.dat,8.75,1.5357
ist-mt1-12.dat,9.0,1.5478
ist-mt1-12.dat,9.25,1.559
ist-mt1-12.dat,9.5,1.5684
ist-mt1-12.dat,9.75,1.5727
ist-mt1-12.dat,10.0,1.5663
ist-mt1-12.dat,10.25,1.5762
ist-mt1-12.dat,10.5,1.5862
ist-mt1-12.dat,10.75,1.5949
ist-mt1-12.dat,11.0,1.6013
ist-mt1-12.dat,11.25,1.6095
ist-mt1-12.dat,11.5,1.6166
ist-mt1-12.dat,11.75,1.6258
ist-mt1-12.dat,12.0,1.6331
ist-mt1-15.dat,0.0,1.1242
ist-mt1-15.dat,0.25,1.1531
ist-mt1-15.dat,0.5,1.1819
ist-mt1-15.dat,0.75,1.2108
ist-mt1-15.dat,1.0,1.2393
ist-mt1-15.dat,1.25,1.2682
ist-mt1-15.dat,1.5,1.2967
ist-mt1-15.dat,1.75,1.325
ist-mt1-15.dat,2.0,1.3532
ist-mt1-15.dat,2.25,1.3816
ist-mt1-15.dat,2.5,1.4101
ist-mt1-15.dat,2.75,1.4381
ist-mt1-15.dat,3.0,1.4658
ist-mt1-15.dat,3.25,1.4938
ist-mt1-15.dat,3.5,1.5217
ist-mt1-15.dat,3.75,1.5492
ist-mt1-15.dat,4.0,1.5765
ist-mt1-15.dat,4.25,1.6042
ist-mt1-15.dat,4.5,1.6319
ist-mt1-15.dat,4.75,1.6587
ist-mt1-15.dat,5.0,1.6855
ist-mt1-15.dat,5.25,1.7106
ist-mt1-15.dat,5.5,1.735
ist-mt1-15.dat,5.75,1.7599
ist-mt1-15.dat,6.0,1.7839
ist-mt1-15.dat,6.25,1.8063
ist-mt1-15.dat,6.5,1.827
ist-mt1-15.dat,6.75,1.8466
ist-mt1-15.dat,7.0,1.8634
ist-mt1-15.dat,7.25,1.8776
ist-mt1-15.dat,7.5,1.8905
ist-mt1-15.dat,7.75,1.8984
ist-mt1-15.dat,8.0,1.8981
ist-mt1-15.dat,8.5,1.8686
ist-mt1-15.dat,8.75,1.846
ist-mt1-15.dat,9.0,1.8237
ist-mt1-15.dat,9.25,1.8022
ist-mt1-15.dat,9.5,1.7827
